	Domain	Phylum	Class	Order	Family	Genus	Species	Species_confidence
OTU2460	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Agaricaceae	g:Tulostoma	s:Tulostoma_pulchellum_SH641566.07FU	0.88
OTU2147	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Agaricaceae	g:Tulostoma	s:Tulostoma_xerophilum_SH024501.07FU	0.88
OTU1465	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolaceae	g:Rhodosporidiobolus	s:Rhodosporidiobolus_lusitaniae_SH194517.07FU	0.88
OTU2562	d:Fungi	p:Calcarisporiellomycota	c:Calcarisporiellomycetes	o:Calcarisporiellales	f:Calcarisporiellaceae	g:Calcarisporiella	s:Calcarisporiella_thermophila_SH029325.07FU	0.88
OTU3229	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolaceae	g:Rhodosporidiobolus	s:Rhodosporidiobolus_odoratus_SH194508.07FU	0.88
OTU3418	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Alternaria	s:Alternaria_tellustris_SH216786.07FU	0.88
OTU1409	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae	g:Rhizoctonia	s:Rhizoctonia_zeae_SH494934.07FU	0.89
OTU2076	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Glomerellales	f:Plectosphaerellaceae	g:Gibellulopsis	s:Gibellulopsis_piscis_SH219558.07FU	0.89
OTU2604	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Coniochaetales	f:Coniochaetaceae	g:Coniochaeta	s:Coniochaeta_ligniaria_SH020889.07FU	0.89
OTU1199	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Stachybotryaceae	g:Myrothecium	s:Myrothecium_gramineum_SH023653.07FU	0.89
OTU2281	d:Fungi	p:Basidiomycota	c:Agaricostilbomycetes	o:Agaricostilbales	f:Chionosphaeraceae	g:Kurtzmanomyces	s:Kurtzmanomyces_nectairei_SH177594.07FU	0.89
OTU1285	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Lycoperdaceae	g:Calvatia	s:Calvatia_fragilis_SH226387.07FU	0.89
OTU546	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Dothideales	f:Aureobasidiaceae	g:Aureobasidium	s:Aureobasidium_pullulans_SH195774.07FU	0.89
OTU684	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Saccharomycetales_fam_Incertae_sedis	g:Candida	s:Candida_tropicalis_SH018610.07FU	0.89
OTU2365	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Curvularia	s:Curvularia_spicifera_SH093124.07FU	0.89
OTU3712	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae	g:Fusarium	s:Fusarium_oxysporum_SH479820.07FU	0.9
OTU1819	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymosphaeriaceae	g:Paraconiothyrium	s:Paraconiothyrium_estuarinum_SH186929.07FU	0.9
OTU544	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Sebacinales	f:Sebacinaceae	g:Chaetospermum	s:Chaetospermum_chaetosporum_SH206084.07FU	0.9
OTU1615	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Sporormiaceae	g:Preussia	s:Preussia_flanaganii_SH184180.07FU	0.9
OTU1777	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Coprinopsis	s:Coprinopsis_brunneofibrillosa_SH219024.07FU	0.9
OTU1764	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Septoglomus	s:Septoglomus_viscosum_SH216571.07FU	0.9
OTU2477	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Filobasidiales	f:Filobasidiaceae	g:Filobasidium	s:Filobasidium_stepposum_SH382125.07FU	0.9
OTU1427	d:Fungi	p:Calcarisporiellomycota	c:Calcarisporiellomycetes	o:Calcarisporiellales	f:Calcarisporiellaceae	g:Calcarisporiella	s:Calcarisporiella_thermophila_SH029325.07FU	0.9
OTU799	d:Fungi	p:Mortierellomycota	c:Mortierellomycetes	o:Mortierellales	f:Mortierellaceae	g:Mortierella	s:Mortierella_hyalina_SH180113.07FU	0.9
OTU2956	d:Fungi	p:Chytridiomycota	c:Spizellomycetes	o:Spizellomycetales	f:Spizellomycetaceae	g:Spizellomyces	s:Spizellomyces_dolichospermus_SH183868.07FU	0.9
OTU3963	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Kamienskia	s:Kamienskia_divaricata_SH641510.07FU	0.9
OTU4441	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Kamienskia	s:Kamienskia_divaricata_SH641510.07FU	0.9
OTU4903	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Kamienskia	s:Kamienskia_divaricata_SH641510.07FU	0.9
OTU4936	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Curvularia	s:Curvularia_spicifera_SH093124.07FU	0.9
OTU977	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Dipodascaceae	g:Dipodascus	s:Dipodascus_geotrichum_SH180667.07FU	0.91
OTU1884	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Dipodascaceae	g:Yarrowia	s:Yarrowia_lipolytica_SH180655.07FU	0.91
OTU2138	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Cystofilobasidiales	f:Mrakiaceae	g:Mrakia	s:Mrakia_frigida_SH202458.07FU	0.91
OTU2430	d:Fungi	p:Mortierellomycota	c:Mortierellomycetes	o:Mortierellales	f:Mortierellales_fam_Incertae_sedis	g:Modicella	s:Modicella_reniformis_SH484860.07FU	0.91
OTU3775	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporales_fam_Incertae_sedis	g:Flavomyces	s:Flavomyces_fulophazii_SH533915.07FU	0.91
OTU960	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Dothideales	f:Aureobasidiaceae	g:Kabatiella	s:Kabatiella_zeae_SH525631.07FU	0.91
OTU395	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Coprinopsis	s:Coprinopsis_brunneofibrillosa_SH219024.07FU	0.91
OTU4908	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Coniochaetales	f:Coniochaetaceae	g:Coniochaeta	s:Coniochaeta_ligniaria_SH020889.07FU	0.91
OTU2936	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Myxotrichaceae	g:Oidiodendron	s:Oidiodendron_chlamydosporicum_SH216990.07FU	0.91
OTU4093	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Coniochaetales	f:Coniochaetaceae	g:Coniochaeta	s:Coniochaeta_ligniaria_SH020889.07FU	0.91
OTU377	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Rhizophagus	s:Rhizophagus_intraradices_SH495706.07FU	0.91
OTU2129	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Trichomeriaceae	g:Knufia	s:Knufia_peltigerae_SH180461.07FU	0.91
OTU852	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Claroideoglomeraceae	g:Claroideoglomus	s:Claroideoglomus_drummondii_SH525644.07FU	0.91
OTU72	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Bolbitiaceae	g:Conocybe	s:Conocybe_sabulicola_SH176633.07FU	0.91
OTU1585	d:Fungi	p:Basidiomycota	c:Geminibasidiomycetes	o:Geminibasidiales	f:Geminibasidiaceae	g:Geminibasidium	s:Geminibasidium_hirsutum_SH208305.07FU	0.91
OTU2349	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Cystofilobasidiales	f:Cystofilobasidiaceae	g:Cystofilobasidium	s:Cystofilobasidium_macerans_SH194015.07FU	0.91
OTU3179	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Claroideoglomeraceae	g:Claroideoglomus	s:Claroideoglomus_drummondii_SH525644.07FU	0.91
OTU1731	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Dothideales	f:Dothioraceae	g:Hormonema	s:Hormonema_macrosporum_SH206392.07FU	0.92
OTU1619	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Chaetomiaceae	g:Melanocarpus	s:Melanocarpus_thermophilus_SH021853.07FU	0.92
OTU540	d:Fungi	p:Ascomycota	c:Orbiliomycetes	o:Orbiliales	f:Orbiliaceae	g:Arthrobotrys	s:Arthrobotrys_brochopaga_SH215062.07FU	0.92
OTU3842	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Filobasidiales	f:Piskurozymaceae	g:Solicoccozyma	s:Solicoccozyma_terricola_SH190017.07FU	0.92
OTU4	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Coniochaetales	f:Coniochaetaceae	g:Coniochaeta	s:Coniochaeta_ligniaria_SH020889.07FU	0.92
OTU2424	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Kamienskia	s:Kamienskia_bistrata_SH219216.07FU	0.92
OTU4178	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Alternaria	s:Alternaria_tellustris_SH216786.07FU	0.92
OTU4890	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Albatrellaceae	g:Leucogaster	s:Leucogaster_rubescens_SH199670.07FU	0.92
OTU715	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Corticiales	f:Corticiaceae	g:Limonomyces	s:Limonomyces_culmigenus_SH180079.07FU	0.93
OTU1378	d:Fungi	p:Ascomycota	c:Ascomycota_cls_Incertae_sedis	o:Ascomycota_ord_Incertae_sedis	f:Ascomycota_fam_Incertae_sedis	g:Phaeodactylium	s:Phaeodactylium_stadleri_SH459807.07FU	0.93
OTU170	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Sordariales_fam_Incertae_sedis	g:Madurella	s:Madurella_fahalii_SH195386.07FU	0.93
OTU4950	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Dictyosporiaceae	g:Dictyosporium	s:Dictyosporium_heptasporum_SH016883.07FU	0.93
OTU3854	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Diversisporales	f:Diversisporaceae	g:Redeckera	s:Redeckera_megalocarpum_SH182068.07FU	0.93
OTU1148	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Johnalcornia	s:Johnalcornia_aberrans_SH202405.07FU	0.93
OTU447	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Chaetomiaceae	g:Thielavia	s:Thielavia_subthermophila_SH278595.07FU	0.93
OTU3248	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Gigasporales	f:Gigasporaceae	g:Cetraspora	s:Cetraspora_gilmorei_SH203803.07FU	0.93
OTU4868	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Curvularia	s:Curvularia_spicifera_SH093124.07FU	0.93
OTU176	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Kamienskia	s:Kamienskia_divaricata_SH641510.07FU	0.93
OTU373	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Filobasidiales	f:Filobasidiaceae	g:Filobasidium	s:Filobasidium_stepposum_SH382125.07FU	0.93
OTU1846	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Kamienskia	s:Kamienskia_divaricata_SH641510.07FU	0.93
OTU2812	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pezizaceae	g:Peziza	s:Peziza_varia_SH188463.07FU	0.93
OTU4285	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Kamienskia	s:Kamienskia_divaricata_SH641510.07FU	0.93
OTU4966	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Kamienskia	s:Kamienskia_divaricata_SH641510.07FU	0.93
OTU1835	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Dothideales	f:Aureobasidiaceae	g:Kabatiella	s:Kabatiella_zeae_SH525631.07FU	0.94
OTU4816	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Lentitheciaceae	g:Darksidea	s:Darksidea_alpha_SH523871.07FU	0.94
OTU4067	d:Fungi	p:Basidiomycota	c:Ustilaginomycetes	o:Ustilaginales	f:Ustilaginaceae	g:Ustilago	s:Ustilago_maydis_SH209150.07FU	0.94
OTU568	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Talaromyces	s:Talaromyces_sayulitensis_SH413553.07FU	0.94
OTU3698	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pezizaceae	g:Chromelosporium	s:Chromelosporium_carneum_SH194171.07FU	0.94
OTU3438	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Agaricaceae	g:Lepiota	s:Lepiota_cristata_SH213453.07FU	0.94
OTU981	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Penicillium	s:Penicillium_megasporum_SH182542.07FU	0.94
OTU2398	d:Fungi	p:Ascomycota	c:Orbiliomycetes	o:Orbiliales	f:Orbiliaceae	g:Arthrobotrys	s:Arthrobotrys_latispora_SH199522.07FU	0.94
OTU49	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Curvularia	s:Curvularia_spicifera_SH093124.07FU	0.94
OTU237	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Porocercospora	s:Porocercospora_seminalis_SH212168.07FU	0.95
OTU2174	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae	g:Exophiala	s:Exophiala_crusticola_SH196717.07FU	0.95
OTU4701	d:Fungi	p:Basidiomycota	c:Ustilaginomycetes	o:Ustilaginales	f:Ustilaginaceae	g:Ustilago	s:Ustilago_hordei_SH175967.07FU	0.95
OTU4924	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Chaetomiaceae	g:Chaetomium	s:Chaetomium_erectum_SH195308.07FU	0.95
OTU714	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Chaetomiaceae	g:Chaetomium	s:Chaetomium_brasiliense_SH195370.07FU	0.95
OTU3368	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Filobasidiales	f:Filobasidiaceae	g:Filobasidium	s:Filobasidium_wieringae_SH221435.07FU	0.95
OTU4603	d:Fungi	p:Mucoromycota	c:Mucoromycotina_cls_Incertae_sedis	o:Mucoromycotina_ord_Incertae_sedis	f:Mucoromycotina_fam_Incertae_sedis	g:Bifiguratus	s:Bifiguratus_adelaidae_SH221352.07FU	0.96
OTU513	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Xylariaceae	g:Coniolariella	s:Coniolariella_ershadii_SH212653.07FU	0.96
OTU2726	d:Fungi	p:Basidiomycota	c:Cystobasidiomycetes	o:Erythrobasidiales	f:Erythrobasidiaceae	g:Erythrobasidium	s:Erythrobasidium_hasegawianum_SH194739.07FU	0.96
OTU3879	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Sagenomella	s:Sagenomella_diversispora_SH208845.07FU	0.96
OTU1893	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Talaromyces	s:Talaromyces_minioluteus_SH204614.07FU	0.96
OTU488	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Penicillium	s:Penicillium_arenicola_SH182510.07FU	0.96
OTU2766	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Microascales	f:Microascaceae	g:Rhinocladium	s:Rhinocladium_lesnei_SH349516.07FU	0.96
OTU4922	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae	g:Tomentella	s:Tomentella_ellisii_SH189381.07FU	0.96
OTU1068	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Bulleribasidiaceae	g:Vishniacozyma	s:Vishniacozyma_victoriae_SH181628.07FU	0.96
OTU1197	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Coprinopsis	s:Coprinopsis_brunneofibrillosa_SH219024.07FU	0.96
OTU3644	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Aspergillus	s:Aspergillus_saccharolyticus_SH021500.07FU	0.96
OTU2654	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Bolbitiaceae	g:Conocybe	s:Conocybe_deliquescens_SH179179.07FU	0.96
OTU786	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Claroideoglomeraceae	g:Claroideoglomus	s:Claroideoglomus_drummondii_SH525644.07FU	0.96
OTU831	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Erysiphales	f:Erysiphaceae	g:Podosphaera	s:Podosphaera_lini_SH178718.07FU	0.96
OTU2483	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Claroideoglomeraceae	g:Claroideoglomus	s:Claroideoglomus_drummondii_SH525644.07FU	0.96
OTU2892	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Inocybe_inodora_SH023580.07FU	0.96
OTU191	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Filobasidiales	f:Filobasidiaceae	g:Naganishia	s:Naganishia_albida_SH206549.07FU	0.97
OTU1105	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Filobasidiales	f:Filobasidiaceae	g:Filobasidium	s:Filobasidium_stepposum_SH382125.07FU	0.97
OTU1976	d:Fungi	p:Basidiomycota	c:Cystobasidiomycetes	o:Erythrobasidiales	f:Erythrobasidiales_fam_Incertae_sedis	g:Cyrenella	s:Cyrenella_elegans_SH466307.07FU	0.97
OTU982	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Onygenales	f:Arthrodermataceae	g:Arthroderma	s:Arthroderma_gertleri_SH185845.07FU	0.97
OTU1082	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Dictyosporiaceae	g:Dictyosporium	s:Dictyosporium_heptasporum_SH016883.07FU	0.97
OTU2641	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporales_fam_Incertae_sedis	g:Flavomyces	s:Flavomyces_fulophazii_SH533915.07FU	0.97
OTU2739	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Thermomyces	s:Thermomyces_dupontii_SH185868.07FU	0.97
OTU2840	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Myxotrichaceae	g:Myxotrichum	s:Myxotrichum_chartarum_SH128859.07FU	0.97
OTU4473	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Coniochaetales	f:Coniochaetaceae	g:Coniochaeta	s:Coniochaeta_ligniaria_SH020889.07FU	0.97
OTU1125	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Dothideomycetidae_ord_Incertae_sedis	f:Eremomycetaceae	g:Eremomyces	s:Eremomyces_bilateralis_SH496738.07FU	0.97
OTU2622	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Trichomeriaceae	g:Arthrocladium	s:Arthrocladium_caudatum_SH492534.07FU	0.97
OTU50	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Leotiomycetes_ord_Incertae_sedis	f:Leotiomycetes_fam_Incertae_sedis	g:Scytalidium	s:Scytalidium_cuboideum_SH211364.07FU	0.97
OTU4431	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Lentitheciaceae	g:Keissleriella	s:Keissleriella_quadriseptata_SH522344.07FU	0.97
OTU2119	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Septoglomus	s:Septoglomus_viscosum_SH216571.07FU	0.97
OTU630	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Trichosporonales	f:Trichosporonaceae	g:Cutaneotrichosporon	s:Cutaneotrichosporon_moniliiforme_SH196643.07FU	0.97
OTU2274	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Geastrales	f:Sphaerobolaceae	g:Sphaerobolus	s:Sphaerobolus_ingoldii_SH221133.07FU	0.97
OTU1825	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Lyophyllaceae	g:Hypsizygus	s:Hypsizygus_ulmarius_SH191275.07FU	0.97
OTU3822	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Bolbitiaceae	g:Agrocybe	s:Agrocybe_pediades_SH176907.07FU	0.97
OTU3893	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Lentitheciaceae	g:Darksidea	s:Darksidea_alpha_SH523871.07FU	0.97
OTU47	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Bolbitiaceae	g:Conocybe	s:Conocybe_deliquescens_SH179179.07FU	0.97
OTU696	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Aspergillus	s:Aspergillus_granulosus_SH186280.07FU	0.97
OTU731	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Kamienskia	s:Kamienskia_divaricata_SH641510.07FU	0.97
OTU1250	d:Fungi	p:Mucoromycota	c:Mucoromycetes	o:Mucorales	f:Mucoraceae	g:Actinomucor	s:Actinomucor_elegans_SH001606.07FU	0.97
OTU1597	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Geastrales	f:Geastraceae	g:Geastrum	s:Geastrum_xerophilum_SH025423.07FU	0.97
OTU2043	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Botryosphaeriales	f:Aplosporellaceae	g:Aplosporella	s:Aplosporella_africana_SH193867.07FU	0.97
OTU2612	d:Fungi	p:Mortierellomycota	c:Mortierellomycetes	o:Mortierellales	f:Mortierellaceae	g:Mortierella	s:Mortierella_hyalina_SH180113.07FU	0.97
OTU100	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pezizaceae	g:Oedocephalum	s:Oedocephalum_adhaerens_SH012800.07FU	0.98
OTU2677	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Penicillium	s:Penicillium_nodositatum_SH200570.07FU	0.98
OTU3502	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Leotiomycetes_ord_Incertae_sedis	f:Pseudeurotiaceae	g:Pseudogymnoascus	s:Pseudogymnoascus_appendiculatus_SH239059.07FU	0.98
OTU13	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Corticiales	f:Corticiaceae	g:Rhizochaete	s:Rhizochaete_fouquieriae_SH007649.07FU	0.98
OTU1141	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Penicillium	s:Penicillium_nodositatum_SH200570.07FU	0.98
OTU1600	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Bulleraceae	g:Genolevuria	s:Genolevuria_armeniaca_SH497080.07FU	0.98
OTU1813	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Sporormiaceae	g:Preussia	s:Preussia_polymorpha_SH184217.07FU	0.98
OTU3284	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymosphaeriaceae	g:Paraphaeosphaeria	s:Paraphaeosphaeria_barriae_SH192133.07FU	0.98
OTU1543	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Kamienskia	s:Kamienskia_bistrata_SH219216.07FU	0.98
OTU2834	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Ophiocordycipitaceae	g:Hirsutella	s:Hirsutella_subulata_SH210606.07FU	0.98
OTU1693	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Septoglomus	s:Septoglomus_viscosum_SH216573.07FU	0.98
OTU2231	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Diversisporales	f:Diversisporaceae	g:Redeckera	s:Redeckera_megalocarpum_SH182068.07FU	0.98
OTU3000	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Penicillium	s:Penicillium_humicoloides_SH182538.07FU	0.98
OTU1845	d:Fungi	p:Entomophthoromycota	c:Basidiobolomycetes	o:Basidiobolales	f:Basidiobolaceae	g:Basidiobolus	s:Basidiobolus_ranarum_SH177567.07FU	0.98
OTU2102	d:Fungi	p:Basidiomycota	c:Malasseziomycetes	o:Malasseziales	f:Malasseziaceae	g:Malassezia	s:Malassezia_globosa_SH184036.07FU	0.98
OTU2332	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Leucosporidiales	f:Leucosporidiaceae	g:Leucosporidium	s:Leucosporidium_fellii_SH193766.07FU	0.98
OTU268	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Lentitheciaceae	g:Keissleriella	s:Keissleriella_quadriseptata_SH522344.07FU	0.98
OTU82	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Saccharomycetales_fam_Incertae_sedis	g:Candida	s:Candida_albicans_SH194547.07FU	0.98
OTU101	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae	g:Fusarium	s:Fusarium_oxysporum_SH497064.07FU	0.98
OTU300	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Erysiphales	f:Erysiphaceae	g:Blumeria	s:Blumeria_graminis_SH205386.07FU	0.98
OTU564	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Sporormiaceae	g:Sparticola	s:Sparticola_forlicesenae_SH524508.07FU	0.98
OTU614	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Sagenomella	s:Sagenomella_diversispora_SH208845.07FU	0.98
OTU654	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Kamienskia	s:Kamienskia_divaricata_SH641510.07FU	0.98
OTU1113	d:Fungi	p:Chytridiomycota	c:Spizellomycetes	o:Spizellomycetales	f:Spizellomycetaceae	g:Spizellomyces	s:Spizellomyces_pseudodichotomus_SH196352.07FU	0.98
